评分,评论内容,评论时间,商品规格,清洗后评论,分词后评论,来源文件,情感分值,情感倾向
1,通信音质：音质很不错，还带凸显人声的功能，相当于智能降噪，太赞了！ 显示效果：屏幕配置很不错，分辨率很高，打游戏太爽了！ 其他特色：颜值超高，这个浅绿色很喜欢；100w的超级快充太牛了，分分钟就充满电了哈哈！,2026年2月9日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",通信音质音质很不错还带凸显人声的功能相当于智能降噪太赞了 显示效果屏幕配置很不错分辨率很高打游戏太爽了 其他特色颜值超高这个浅绿色很喜欢的超级快充太牛了分分钟就充满电了哈哈,通信 音质 音质 不错 凸显 人声 功能 相当于 智能 降噪 太赞 显示 效果 屏幕 配置 不错 分辨率 打游戏 太爽了 其他 特色 颜值 超高 这个 浅绿色 喜欢 超级 充太牛 分钟 充满 哈哈,商品9.csv,1.0,正向
1,手机质量特别不错，大品牌值得信赖，发的快递贼快，非常喜欢。,2026年2月28日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",手机质量特别不错大品牌值得信赖发的快递贼快非常喜欢,手机 质量 特别 不错 品牌 值得 信赖 快递 非常 喜欢,商品9.csv,0.9984,正向
1,手机没毛病啊！还是不错的！续航能力还可以吧！只刷短视频不玩游戏的话10小时40分钟剩下百分之51的电量！8300毫安的电池亮屏时间没有想象中那么惊艳的感觉！,2026年3月1日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",手机没毛病啊还是不错的续航能力还可以吧只刷短视频不玩游戏的话小时分钟剩下百分之的电量毫安的电池亮屏时间没有想象中那么惊艳的感觉,手机 毛病 还是 不错 续航 能力 可以 视频 玩游戏 的话 小时 分钟 剩下 百分之 电量 毫安 电池 亮屏 时间 没有 想象 那么 惊艳 感觉,商品9.csv,0.9997,正向
1,该用户未填写评价内容,2026年2月23日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",该用户未填写评价内容,用户 未填写 评价 内容,商品9.csv,0.0993,负向
1,物流快 产品反应快,2026年2月19日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",物流快 产品反应快,物流 产品 反应,商品9.csv,0.8587,正向
1,手机非常好，我用手机就打一下王者，别的也不玩，拍照也还可以，续航可以玩一天完全没有问题，物流的话很快，第二天就到了,2026年2月11日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",手机非常好我用手机就打一下王者别的也不玩拍照也还可以续航可以玩一天完全没有问题物流的话很快第二天就到了,手机 非常 手机 一下 王者 别的 拍照 可以 续航 可以 一天 完全 没有 问题 物流 的话 很快 第二天,商品9.csv,0.9823,正向
1,手机收到了，旗舰店的客服服务态度非常好，不仅专业且非常有耐心！商家发货速度也很快，用的顺丰发货的，手机非常漂亮！,2026年1月18日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",手机收到了旗舰店的客服服务态度非常好不仅专业且非常有耐心商家发货速度也很快用的顺丰发货的手机非常漂亮,手机 收到 旗舰店 客服 服务态度 非常 不仅 专业 非常 耐心 商家 发货 速度 很快 顺丰 发货 手机 非常 漂亮,商品9.csv,0.1164,负向
1,手机到手了，一加ace6t发发布会上就一眼相中了 屏幕素质非常好，业界165hz独一份，打手游非常爽 电池续航给到8000多毫安，甚至可以两天不充电满足了我这个强迫症的使用，价格也是比较实惠，性能完全够用，一加的系统非常流畅,2025年12月31日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",手机到手了一加发发布会上就一眼相中了 屏幕素质非常好业界独一份打手游非常爽 电池续航给到多毫安甚至可以两天不充电满足了我这个强迫症的使用价格也是比较实惠性能完全够用一加的系统非常流畅,手机 到手 一加发 发布会 一眼 相中 屏幕 素质 非常 业界 一份 打手 非常 电池 续航 毫安 甚至 可以 两天 充电 满足 这个 强迫症 使用 价格 比较 实惠 性能 完全 够用 一加 系统 非常 流畅,商品9.csv,0.9995,正向
1,已经蹲了好久了，一加ACE6T手机到货了立马用起来，感觉手感很舒服，看着很大气，磨砂感的背面也很有特色，特别是8300毫安的大电量用一天根本不成问题，还有系统165赫兹的高刷很流畅，拍照也挺清晰日常够。,2025年12月31日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",已经蹲了好久了一加手机到货了立马用起来感觉手感很舒服看着很大气磨砂感的背面也很有特色特别是毫安的大电量用一天根本不成问题还有系统赫兹的高刷很流畅拍照也挺清晰日常够,已经 好久 一加 手机 到货 立马 起来 感觉 手感 舒服 看着 很大 磨砂 背面 特色 特别 毫安 电量 一天 根本 不成问题 还有 系统 赫兹 高刷 流畅 拍照 清晰 日常,商品9.csv,0.9999,正向
1,不要问我为什么没有拍手机的照片，因为手机已经给我家里人用了，所以现在拍不到了只能上传一些无关紧要的照片了，总之手机系统很流畅，很好用 ，电池容量超级大，充电速度很快,2026年1月26日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",不要问我为什么没有拍手机的照片因为手机已经给我家里人用了所以现在拍不到了只能上传一些无关紧要的照片了总之手机系统很流畅很好用 电池容量超级大充电速度很快,不要 为什么 没有 手机 照片 因为 手机 已经 家里人 所以 现在 不到 只能 上传 一些 无关紧要 照片 总之 手机 系统 流畅 电池容量 超级 充电 速度 很快,商品9.csv,0.988,正向
1,快递非常快，非常靠谱，服务态度好，品牌过硬，给家人买非常合适值得推荐,2026年3月1日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",快递非常快非常靠谱服务态度好品牌过硬给家人买非常合适值得推荐,快递 非常 非常 服务态度 品牌 过硬 家人 非常 合适 值得 推荐,商品9.csv,0.8161,正向
1,手机超级好，到手爱不释手，性能特别好，功能也很好，很丝滑流畅，电池耐用。本人需求是一个大内存，大电池容量，能很好打游戏的手机，这个手机性价比拉满，16gb加1T的硬存空间，8300ma电池，非重度游戏发烧友，这个手机简直就是满分超级好。而且AI功能烨超级好。用着很丝滑方便，特别好，喜欢打游戏，要求续航，和空间的就买这个。,2026年1月25日,"{'机身颜色': '闪速黑', '存储容量': '16GB+1TB'}",手机超级好到手爱不释手性能特别好功能也很好很丝滑流畅电池耐用本人需求是一个大内存大电池容量能很好打游戏的手机这个手机性价比拉满加的硬存空间电池非重度游戏发烧友这个手机简直就是满分超级好而且功能烨超级好用着很丝滑方便特别好喜欢打游戏要求续航和空间的就买这个,手机 超级 到手 爱不释手 性能 特别 功能 流畅 电池 耐用 本人 需求 一个 内存 电池容量 打游戏 手机 这个 手机 性价比 拉满加 硬存 空间 电池 重度 游戏 发烧友 这个 手机 简直 就是 满分 超级 而且 功能 超级 好用 方便 特别 喜欢 打游戏 要求 续航 空间 这个,商品9.csv,1.0,正向
1,刚用，觉得还行，打吃鸡耗电会快一点，王者没那么快，我不经常打游戏，拍照近的很清楚，远一点就不行了，只能二十倍，目前没什么问题,2025年12月30日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",刚用觉得还行打吃鸡耗电会快一点王者没那么快我不经常打游戏拍照近的很清楚远一点就不行了只能二十倍目前没什么问题,刚用 觉得 还行 耗电 会快 一点 王者 那么 经常 打游戏 拍照 清楚 一点 不行 只能 二十倍 目前 没什么 问题,商品9.csv,0.3642,负向
1,手机做工不错，屏幕清晰度高，主摄拍照也不错，物流也很快，早上九点收到手机时电量51%，用到晚上七点电量1%，总亮屏时间6个小时多。硬件也是顶级的，安兔兔在一般模式下跑分300万。,2026年1月16日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",手机做工不错屏幕清晰度高主摄拍照也不错物流也很快早上九点收到手机时电量用到晚上七点电量总亮屏时间个小时多硬件也是顶级的安兔兔在一般模式下跑分万,手机 做工 不错 屏幕 清晰度 高主摄 拍照 不错 物流 很快 早上 九点 收到 手机 电量 用到 晚上 七点 电量 总亮 时间 小时 硬件 顶级 安兔 一般 模式 分万,商品9.csv,1.0,正向
1,我去非常好啊，很nice，昨天下午买的今天早上就到了还是大过年的，这大年初一，太棒了吧，服务10分我给一百分，跟客服说了一下快点发货直接就是极速啊，OK呀兄弟也是非常流畅,2026年2月17日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",我去非常好啊很昨天下午买的今天早上就到了还是大过年的这大年初一太棒了吧服务分我给一百分跟客服说了一下快点发货直接就是极速啊呀兄弟也是非常流畅,非常 昨天下午 今天 早上 还是 大过年 大年初一 太棒了 服务 一百分 客服 一下 快点 发货 直接 就是 极速 啊呀 兄弟 非常 流畅,商品9.csv,0.9982,正向
1,手机给爸爸买的，做了几天的攻略，特地选这个超大电池，手机的手感还不错，开了护眼模式这样看起来也不会眼乏  这个价位很不错的,2026年1月6日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",手机给爸爸买的做了几天的攻略特地选这个超大电池手机的手感还不错开了护眼模式这样看起来也不会眼乏  这个价位很不错的,手机 爸爸 几天 攻略 特地 这个 超大 电池 手机 手感 不错 护眼 模式 这样 看起来 不会 眼乏 这个 价位 不错,商品9.csv,1.0,正向
1,1. 这款手机太赞了！颜值高续航强，拍照清晰不卡顿，性价比直接拉满，闭眼入不亏！ 2. 新机手感超舒服，运行流畅无压力，电池耐用充电快，日常使用完全够用，五星推荐。  3. 真心满意！屏幕显示效果好，性能稳定不发烫，价格还亲民，真的物超所值！ 4. 到货超快，包装完好。手机颜值在线，操作丝滑，拍照效果超出预期，太值了！ 5. 这款手机太给力了！续航持久，系统流畅，拍照清晰，百元机里的***，必须五星！ ,2025年12月31日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",这款手机太赞了颜值高续航强拍照清晰不卡顿性价比直接拉满闭眼入不亏  新机手感超舒服运行流畅无压力电池耐用充电快日常使用完全够用五星推荐   真心满意屏幕显示效果好性能稳定不发烫价格还亲民真的物超所值  到货超快包装完好手机颜值在线操作丝滑拍照效果超出预期太值了  这款手机太给力了续航持久系统流畅拍照清晰百元机里的必须五星,手机 太赞 颜值 续航 拍照 清晰 不卡顿 性价比 直接 拉满 闭眼 入不亏 新机 手感 舒服 运行 流畅 压力 电池 耐用 充电 日常 使用 完全 够用 五星 推荐 真心 满意 屏幕显示 效果 性能 稳定 不发 价格 亲民 真的 物超所值 到货 超快 包装 完好 手机 颜值 在线 操作 丝滑 拍照 效果 超出 预期 太值 手机 太给力 续航 持久 系统 流畅 拍照 清晰 百元 机里 必须 五星,商品9.csv,1.0,正向
1,很棒的设备，质量一流，谢谢OPPO！我怀念以前的OnePlus和Carl Pei。,2026年1月11日,"{'机身颜色': '闪速黑', '存储容量': '12GB+512GB'}",很棒的设备质量一流谢谢我怀念以前的和,很棒 设备 质量 一流 谢谢 怀念 以前,商品9.csv,0.9981,正向
1,续航能力好，充满电基本能玩一天，搭配第五代高通骁龙8芯片实在是高性价比。屏幕不错，玩久了也不会刺眼。,2026年1月11日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",续航能力好充满电基本能玩一天搭配第五代高通骁龙芯片实在是高性价比屏幕不错玩久了也不会刺眼,续航 能力 充满 基本 一天 搭配 第五代 高通 骁龙 芯片 实在是高 性价比 屏幕 不错 玩久 不会 刺眼,商品9.csv,0.9985,正向
1,收到货使用了几天以后，整体感觉非常不错，非常流 畅，续航真的不错，我拍照也很好，黑色非常大气，整体还是非常不错的，很喜欢，颜值还是很高，还好抢 到了国补太划算了，上手轻薄舒适，系统流畅不卡顿，拍照效果也超出预期，这个颜色越看越耐看~推荐入手！,2026年1月11日,"{'机身颜色': '闪速黑', '存储容量': '12GB+512GB'}",收到货使用了几天以后整体感觉非常不错非常流 畅续航真的不错我拍照也很好黑色非常大气整体还是非常不错的很喜欢颜值还是很高还好抢 到了国补太划算了上手轻薄舒适系统流畅不卡顿拍照效果也超出预期这个颜色越看越耐看推荐入手,收到 使用 几天 以后 整体 感觉 非常 不错 非常 续航 真的 不错 拍照 黑色 非常 大气 整体 还是 非常 不错 喜欢 颜值 还是 还好 国补 划算 轻薄 舒适 系统 流畅 不卡顿 拍照 效果 超出 预期 这个 颜色 耐看 推荐 入手,商品9.csv,1.0,正向
1,使用了几天，感觉还挺流畅，拍照也很清晰。通话也很清晰。还支持WiFi7。是我想要的那种。,2026年1月25日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",使用了几天感觉还挺流畅拍照也很清晰通话也很清晰还支持是我想要的那种,使用 几天 感觉 流畅 拍照 清晰 通话 清晰 支持 想要 那种,商品9.csv,0.9998,正向
1,我觉得还行当备用机用用很好 大屏充电快20分钟就能充满 发热没有想象中严重轻度游戏可以接受 没有拍照需求,2026年3月7日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",我觉得还行当备用机用用很好 大屏充电快分钟就能充满 发热没有想象中严重轻度游戏可以接受 没有拍照需求,觉得 行当 备用机 用用 大屏 充电 分钟 充满 发热 没有 想象 严重 轻度 游戏 可以 接受 没有 拍照 需求,商品9.csv,0.9999,正向
1,好用，玩和平精英开165，开抗锯齿不卡不发热，我是选的画面流畅，其他超清满帧的没试,2026年1月16日,"{'机身颜色': '闪速黑', '存储容量': '16GB+256GB'}",好用玩和平精英开开抗锯齿不卡不发热我是选的画面流畅其他超清满帧的没试,好用 和平 精英 开开 抗锯齿 不卡 发热 画面 流畅 其他 超清满 没试,商品9.csv,0.992,正向
1,本来看图片不喜欢绿色的，但是去线下看了实物发现是很轻透的绿色，实物比官方图片好看，我就下手买啦！正好绿色跟圣诞节很配呢！,2025年12月24日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",本来看图片不喜欢绿色的但是去线下看了实物发现是很轻透的绿色实物比官方图片好看我就下手买啦正好绿色跟圣诞节很配呢,本来 图片 喜欢 绿色 但是 线下 实物 发现 轻透 绿色 实物 官方 图片 好看 下手 正好 绿色 圣诞节 很配,商品9.csv,0.988,正向
1,✨这款手机真的超出预期啦！🌟颜色是我喜欢的闪速黑，质感高级又耐脏～📱存储容量也很够用，下载 apps、存照片都毫无压力。💯整体和商家描述的完全一致，性价比超高，很满意这次购物！😊,2026年3月3日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",这款手机真的超出预期啦颜色是我喜欢的闪速黑质感高级又耐脏存储容量也很够用下载 存照片都毫无压力整体和商家描述的完全一致性价比超高很满意这次购物,手机 真的 超出 预期 颜色 喜欢 闪速 质感 高级 耐脏 存储容量 够用 下载 照片 毫无 压力 整体 商家 描述 完全一致 性价比 超高 满意 这次 购物,商品9.csv,0.9997,正向
1,🎉物流太惊喜啦~一天就收到货，拆开包裹的瞬间超开心✨ 手机颜值也在线，拿在手里质感满满，和描述的一样好看💖 这次购物体验很满意，会推荐给朋友的呢😊,2026年3月2日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",物流太惊喜啦一天就收到货拆开包裹的瞬间超开心 手机颜值也在线拿在手里质感满满和描述的一样好看 这次购物体验很满意会推荐给朋友的呢,物流 惊喜 一天 收到 拆开 包裹 瞬间 开心 手机 颜值 在线 手里 质感 满满 描述 一样 好看 这次 购物 体验 满意 推荐 朋友,商品9.csv,0.9997,正向
1,包装很好发货及时手机也很棒，电池大充电也特别快就是充的时候会发热不能边玩边充，手机也很灵敏滑动顺畅，玩了两天目前没有发现任何问题希望能用的久一些过几个月再来追评。,2026年3月1日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",包装很好发货及时手机也很棒电池大充电也特别快就是充的时候会发热不能边玩边充手机也很灵敏滑动顺畅玩了两天目前没有发现任何问题希望能用的久一些过几个月再来追评,包装 发货 及时 手机 很棒 电池 充电 特别 就是 时候 发热 不能 边玩 边充 手机 灵敏 滑动 顺畅 两天 目前 没有 发现 任何 问题 希望 能用 一些 几个 追评,商品9.csv,0.9891,正向
1,我收到手机就直接用上了，外观漂亮，用起来顺畅丝滑！我非常喜欢！,2026年2月5日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",我收到手机就直接用上了外观漂亮用起来顺畅丝滑我非常喜欢,收到 手机 直接 外观 漂亮 起来 顺畅 丝滑 非常 喜欢,商品9.csv,0.9991,正向
1,已经用了好多天了，的确非常满意，反应快，网络还稳定，屏幕也很好，主要是冲一下电可以用一天，很是适合我。,2026年1月8日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",已经用了好多天了的确非常满意反应快网络还稳定屏幕也很好主要是冲一下电可以用一天很是适合我,已经 好多天 的确 非常 满意 反应 网络 稳定 屏幕 主要 一下 可以 一天 适合,商品9.csv,0.9515,正向
1,国补拿下还不到2k  到手质感真的很好 反应很快 而且续航能能力真的很强，再也不用出门还要带充电宝了。爱了爱了。,2026年1月8日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",国补拿下还不到  到手质感真的很好 反应很快 而且续航能能力真的很强再也不用出门还要带充电宝了爱了爱了,国补 拿下 不到 到手 质感 真的 反应 很快 而且 续航 能力 真的 很强 再也 不用 出门 还要 充电,商品9.csv,0.9999,正向
1,用了两天来收货评价，感觉还行，游戏原神燕云画质都不错高画质没问题不卡顿，充一次电就平常用不一直打游戏或者一直刷视频能撑一天，充电很快,2026年2月24日,"{'机身颜色': '闪速黑', '存储容量': '16GB+1TB'}",用了两天来收货评价感觉还行游戏原神燕云画质都不错高画质没问题不卡顿充一次电就平常用不一直打游戏或者一直刷视频能撑一天充电很快,两天 收货 评价 感觉 游戏 原神燕云 画质 不错 高画质 问题 不卡顿 一次 平常 一直 打游戏 或者 一直 视频 能撑 一天 充电 很快,商品9.csv,0.9927,正向
1,很好用，性能好，运行流畅，非常完美 ,2026年2月23日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",很好用性能好运行流畅非常完美,性能 运行 流畅 非常 完美,商品9.csv,0.9998,正向
1,商家服务态度堪称完美，亲切热情。配货速度超快，瞬间发货。包装精美别致，令人喜欢。商品功能多样实用，质量一流，无可挑剔！,2026年1月7日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",商家服务态度堪称完美亲切热情配货速度超快瞬间发货包装精美别致令人喜欢商品功能多样实用质量一流无可挑剔,商家 服务态度 堪称 完美 亲切 热情 配货 速度 超快 瞬间 发货 包装 精美 别致 令人 喜欢 商品 功能 多样 实用 质量 一流 无可挑剔,商品9.csv,1.0,正向
1,牛油果色的手机背面，摄像头照相很清晰，下载了个王者dada，很顺畅，具体效果等我资料全部转到这个手机上再追评吧,2026年1月1日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",牛油果色的手机背面摄像头照相很清晰下载了个王者很顺畅具体效果等我资料全部转到这个手机上再追评吧,牛油果 手机 背面 摄像头 照相 清晰 下载 王者 顺畅 具体 效果 资料 全部 这个 手机 追评,商品9.csv,0.7092,中性
1,通信音质：很清晰 其他特色：很流畅  打游戏一点都不卡 电池还大 显示效果：很清晰,2026年1月13日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",通信音质很清晰 其他特色很流畅  打游戏一点都不卡 电池还大 显示效果很清晰,通信 音质 清晰 其他 特色 流畅 打游戏 一点 不卡 电池 显示 效果 清晰,商品9.csv,1.0,正向
1,这款手机外欢大方简约，使用流畅，通话音质清晰，显示效果唯美*真，运行稳定，是正品机。,2026年1月6日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",这款手机外欢大方简约使用流畅通话音质清晰显示效果唯美真运行稳定是正品机,手机 外欢 大方 简约 使用 流畅 通话音质 清晰 显示 效果 唯美 运行 稳定 正品,商品9.csv,1.0,正向
1,产品非常好 电量两天了还有八十多电，打游戏不发热处理器牛 真的买到换手机了 全息音质那更爽了,2026年1月6日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",产品非常好 电量两天了还有八十多电打游戏不发热处理器牛 真的买到换手机了 全息音质那更爽了,产品 非常 电量 两天 还有 八十多 打游戏 发热 处理器 真的 买到 手机 全息 音质 更爽,商品9.csv,0.2376,负向
1,到手用了几天，主要是拿来打游戏，玩明日方舟和崩铁都还运行流畅，画质和声音都还可以，除了手机有点重之外都还好，没什么其他缺点，绿色清新漂亮，设计得也好看,2026年1月6日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",到手用了几天主要是拿来打游戏玩明日方舟和崩铁都还运行流畅画质和声音都还可以除了手机有点重之外都还好没什么其他缺点绿色清新漂亮设计得也好看,到手 几天 主要 拿来 打游戏 明日 方舟 崩铁 运行 流畅 画质 声音 可以 除了 手机 有点 之外 还好 没什么 其他 缺点 绿色 清新 漂亮 设计 好看,商品9.csv,1.0,正向
1,值得购买，上次用的就是一加ace2，所以这次还是选择了一加，一加还是性价比首选，我们全家都在用一加的手机。 通信音质：特别好 其他特色：续航牛* 显示效果：特别好,2025年12月31日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",值得购买上次用的就是一加所以这次还是选择了一加一加还是性价比首选我们全家都在用一加的手机 通信音质特别好 其他特色续航牛 显示效果特别好,值得 购买 上次 就是 一加 所以 这次 还是 选择 一加 一加 还是 性价比 首选 我们 全家 一加 手机 通信 音质 特别 其他 特色 续航 显示 效果 特别,商品9.csv,1.0,正向
1,非常满意！反应速度快，玩游戏很爽！国补优惠，店铺优惠，非常合适！我从一加3用到现在，一加越来越好！直播间直接拍了还能参加抽奖哈哈！,2026年1月12日,"{'机身颜色': '闪速黑', '存储容量': '16GB+1TB'}",非常满意反应速度快玩游戏很爽国补优惠店铺优惠非常合适我从一加用到现在一加越来越好直播间直接拍了还能参加抽奖哈哈,非常 满意 反应速度快 玩游戏 很爽 国补 优惠 店铺 优惠 非常 合适 一加 用到 现在 一加 越来越 直播间 直接 参加 抽奖 哈哈,商品9.csv,0.9998,正向
1,非常好 正品拿了国补 续航超级棒👍🏻  非常满意 东西质量很不错，超出我的想象力了，真的是便宜又实惠质量又到位，超级喜欢必须好评。,2026年1月12日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",非常好 正品拿了国补 续航超级棒  非常满意 东西质量很不错超出我的想象力了真的是便宜又实惠质量又到位超级喜欢必须好评,非常 正品 国补 续航 超级 非常 满意 东西 质量 不错 超出 想象力 真的 便宜 实惠 质量 到位 超级 喜欢 必须 好评,商品9.csv,1.0,正向
1,手机收到试用几天，手感非常好。美观又大方，电池容量很大嘎嘎嘎好用。继续使用后面再评价。,2026年1月5日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",手机收到试用几天手感非常好美观又大方电池容量很大嘎嘎嘎好用继续使用后面再评价,手机 收到 试用 几天 手感 非常 美观 大方 电池容量 很大 嘎嘎 继续 使用 后面 评价,商品9.csv,0.9981,正向
1,手机相对于这个价位算是比较完美的。虽然是阉割版的8gen5但完全够用了，玩游戏很流畅。16系统还是一如既往的好用，用惯了oppo，一加，其他系统总感觉不是很适应。当然它的手感也不错，续航更是顶，尤其看中它的8000多毫安的电池，一天一充无压力,2025年12月30日,"{'机身颜色': '闪速黑', '存储容量': '12GB+512GB'}",手机相对于这个价位算是比较完美的虽然是阉割版的但完全够用了玩游戏很流畅系统还是一如既往的好用用惯了一加其他系统总感觉不是很适应当然它的手感也不错续航更是顶尤其看中它的多毫安的电池一天一充无压力,手机 相对 这个 价位 算是 比较 完美 虽然 阉割 完全 够用 玩游戏 流畅 系统 还是 一如既往 用惯 一加 其他 系统 感觉 不是 适应 当然 手感 不错 续航 更是 尤其 看中 毫安 电池 一天 一充 压力,商品9.csv,1.0,正向
1,手机续航能力强，信号稳定使用很流畅，声音明亮显示效果不错，系统稳定不卡顿，手感不错送有手机壳，推荐的一款手机。,2025年12月25日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",手机续航能力强信号稳定使用很流畅声音明亮显示效果不错系统稳定不卡顿手感不错送有手机壳推荐的一款手机,手机 续航 能力 信号 稳定 使用 流畅 声音 明亮 显示 效果 不错 系统 稳定 不卡顿 手感 不错 手机 推荐 一款 手机,商品9.csv,1.0,正向
